rowname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Endogenous1_hsa-miR-5196-5p|0_MIMAT0021128,14.6268296898001,-0.412493734225734,0.24461811079906,-1.68627634674431,0.091742584690952,0.250446711081622
Endogenous1_hsa-miR-5001-5p|0_MIMAT0021021,17.6112569957884,0.411836748105458,0.245097196326468,1.68029971080083,0.0928990173128874,0.252089490738258
Endogenous1_hsa-miR-643|0_MIMAT0003313,10.4033685777639,0.417095134725855,0.248630129611401,1.67757276794151,0.0934305327234922,0.252089490738258
Endogenous1_hsa-miR-3164|0_MIMAT0015038,6.67259305036412,0.459405188693768,0.274144345182162,1.6757784603892,0.0937815947054074,NA
Endogenous1_hsa-miR-19b-3p|0_MIMAT0000074,11.7452527820156,-0.46258506654478,0.276818380943736,-1.67107785605755,0.0947063006277091,0.252089490738258
Endogenous1_hsa-miR-450a-2-3p|0_MIMAT0031074,9.26610250085365,0.444886498504488,0.266542658175065,1.66910055429959,0.0950974534791482,0.252089490738258
Endogenous1_hsa-miR-887-5p|0_MIMAT0026720,10.3223059134491,0.424905373612334,0.254727378356513,1.66807893346133,0.0953000585378546,0.252089490738258
Endogenous1_hsa-miR-6721-5p|0_MIMAT0025852,20.3613915103671,-0.390452200700163,0.234234540599418,-1.66692836889459,0.0955286491218662,0.252089490738258
Endogenous1_hsa-miR-4286|0_MIMAT0016916,21.1791086670413,0.386785224994064,0.23290417905034,1.66070538781729,0.0967726307963054,0.253961323912956
Endogenous1_hsa-miR-301b-3p|0_MIMAT0004958,16.6894381894876,0.417001468006424,0.252842077706398,1.64925661024922,0.0990950747339017,0.258627255486831
Endogenous1_hsa-miR-4485-3p|0_MIMAT0019019,16.0537225525495,0.389851668474369,0.236966364239696,1.64517723739065,0.099933266223909,0.259389625444573
Endogenous1_hsa-miR-770-5p|0_MIMAT0003948,16.0768994792063,-0.396151149609788,0.241246736191908,-1.64209951961653,0.100569381232528,0.259622043942667
Endogenous1_hsa-miR-200a-3p|0_MIMAT0000682,21.860659900066,0.416529282432549,0.254927990242538,1.63390956809515,0.102277840390184,0.26260526586669
Endogenous1_hsa-miR-514a-3p|0_MIMAT0002883,20.1719940663713,0.377302781586425,0.231595753108523,1.62914378403833,0.103282584248101,0.263759287730365
Endogenous1_hsa-miR-548ak|0_MIMAT0019013,7.97193475109617,0.426150010746817,0.26225495488161,1.62494550747075,0.104174170423916,NA
Endogenous1_hsa-miR-487a-3p|0_MIMAT0002178,16.7847824027017,0.394876241686312,0.243310697754001,1.62293004512918,0.104604359950801,0.26497637834276
Endogenous1_hsa-miR-206|0_MIMAT0000462,8.71578143917234,-0.43076617433399,0.26550666440078,-1.62243074126287,0.104711151382526,NA
Endogenous1_hsa-miR-767-5p|0_MIMAT0003882,16.9111943147938,0.397739254298343,0.245274981980079,1.62160547760492,0.104887849060937,0.26497637834276
Endogenous1_hsa-miR-548v|0_MIMAT0015020,16.8436165176484,0.414635372250615,0.256095148270321,1.61906765923166,0.105432706330067,0.26497637834276
Endogenous1_hsa-miR-3605-5p|0_MIMAT0017981,10.3136528928384,0.414264707310535,0.256873385824629,1.61271945702214,0.106805471411297,0.267013678528243
Endogenous1_hsa-miR-5010-3p|0_MIMAT0021044,17.040505823091,0.404183811694106,0.25110763261774,1.60960384788221,0.107484367663085,0.267304055706625
Endogenous1_hsa-miR-615-3p|0_MIMAT0003283,18.3872249595152,0.409226333623943,0.256036230209063,1.59831416549835,0.10997307640148,0.269178487899172
Endogenous1_hsa-miR-382-5p|0_MIMAT0000737,14.9642415481184,-0.397406713782326,0.248719818041777,-1.59780879911859,0.110085535780827,0.269178487899172
Endogenous1_hsa-miR-424-5p|0_MIMAT0001341,20.9358540019789,-0.371784367571945,0.232932043673692,-1.59610657987772,0.11046499988986,0.269178487899172
Endogenous1_hsa-miR-423-3p|0_MIMAT0001340,27.1260503885622,-0.373274724823721,0.233891947310012,-1.59592807326951,0.110504852927029,0.269178487899172
Endogenous1_hsa-miR-187-3p|0_MIMAT0000262,16.4038690816996,0.372746775412176,0.234328021906854,1.59070508246915,0.111675962585865,0.270643276674928
Endogenous1_hsa-miR-10b-5p|0_MIMAT0000254,21.4428495943923,0.387706859684945,0.245646064660584,1.57831496393256,0.114493269873092,0.276062452739688
Endogenous1_hsa-miR-365a-3p+hsa-miR-365b-3p|0_MIMAT0000710,22.2018008684239,0.363215011656098,0.230982202596537,1.57248050963708,0.115839155793904,0.277896964657094
Endogenous1_hsa-miR-2110|0_MIMAT0010133,12.3139445534212,0.403115149856993,0.257186185417973,1.5674059211301,0.117019840829267,0.278191659575708
Endogenous1_hsa-miR-146a-5p|0_MIMAT0000449,15.230082577524,-0.388024766300007,0.247847314864561,-1.56557986723417,0.117447006289196,0.278191659575708
Endogenous1_hsa-miR-548m|0_MIMAT0005917,11.8944671164973,0.390922184295693,0.249883162046456,1.56441987164792,0.117718996999405,0.278191659575708
Endogenous1_hsa-miR-194-5p|0_MIMAT0000460,6.11227244642705,-0.434377673548409,0.278770362169418,-1.55819173232061,0.119187804271854,NA
Endogenous1_hsa-miR-548k|0_MIMAT0005882,14.3004291880889,0.386820580012481,0.248814940087366,1.55465174187956,0.120029033664106,0.282246490051734
Endogenous1_hsa-miR-548ar-5p|0.004_MIMAT0022265,3.71491617732832,-0.264817856005042,0.170450842630486,-1.55363183847164,0.120272260274146,NA
Endogenous1_hsa-miR-455-3p|0_MIMAT0004784,7.76192885655565,0.415666720503234,0.267568851178208,1.55349443207942,0.120305058431718,NA
